Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Replacement,americanexptess.com,184.168.221.27,US,UNITED STATES,mailstore1.secureserver.net,com,
Character Replacement,americanezpress.com,165.160.15.20,US,UNITED STATES,custmx.cscdns.net,com,
Character Replacement,americanrxpress.com,103.224.182.252,,mx92.m1bp.com,com,
Character Replacement,americanwxpress.com,165.160.13.20,US,UNITED STATES,custmx.cscdns.net,com,
Character Replacement,americsnexpress.com,5.22.149.135,CA,CANADA,,com,
Character Replacement,amerivanexpress.com,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,com,
Character Replacement,amerixanexpress.com,199.59.242.150,CA,CANADA,mx76.mb1p.com,com,
Character Replacement,amerocanexpress.com,50.63.202.4,US,UNITED STATES,smtp.secureserver.net,com,
Character Replacement,amerucanexpress.com,165.160.13.20,US,UNITED STATES,custmx.cscdns.net,com,
Character Replacement,ameticanexpress.com,50.63.202.11,US,UNITED STATES,smtp.secureserver.net,com,
Character Replacement,amrricanexpress.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Replacement,amwricanexpress.com,98.124.199.18,CA,CANADA,,com,
Character Replacement,anericanexpress.com,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,com,
Character Replacement,smericanexpress.com,98.124.199.111,US,UNITED STATES,,com,
Double Character Replacement,americanexpreaa.com,208.91.196.152,VG,VIRGIN ISLANDS (BRITISH),,com,
Double Character Replacement,americanexpredd.com,208.91.196.152,VG,VIRGIN ISLANDS (BRITISH),,com,
Character Insertion,amereicanexpress.com,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,com,
Character Insertion,americanbexpress.com,148.173.96.48,US,UNITED STATES,,com,
Character Insertion,americanerxpress.com,,?,,com,
Character Insertion,americanewxpress.com,148.173.96.48,US,UNITED STATES,,com,
Character Insertion,americanexcpress.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Insertion,americanexporess.com,72.52.179.175,US,UNITED STATES,mx156.hostedmxserver.com,com,
Character Insertion,americanexprerss.com,199.59.242.150,CA,CANADA,mx76.m2bp.com,com,
Character Insertion,americanexpresas.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Insertion,americanexpresds.com,148.173.96.48,US,UNITED STATES,,com,
Character Insertion,americanexpressa.com,,?,,com,
Character Insertion,americanexpressd.com,185.53.179.6,,mail.h-email.net,com,
Character Insertion,americanexprewss.com,199.59.242.150,US,UNITED STATES,mx76.m2bp.com,com,
Character Insertion,americanexprtess.com,198.50.233.227,,,com,
Character Insertion,americanexzpress.com,72.52.178.23,US,UNITED STATES,mx156.hostedmxserver.com,com,
Character Insertion,americanmexpress.com,199.59.242.150,BB,BARBADOS,mx76.mb1p.com,com,
Character Insertion,americasnexpress.com,148.173.96.48,US,UNITED STATES,,com,
Character Insertion,americvanexpress.com,199.59.242.150,Ç;,,mx76.mb1p.com,com,
Character Insertion,americxanexpress.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Insertion,ameriocanexpress.com,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,com,
Character Insertion,ameriucanexpress.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Insertion,amerticanexpress.com,98.124.199.3,US,UNITED STATES,,com,
Character Insertion,amewricanexpress.com,209.15.13.134,US,UNITED STATES,mail.b-io.co,com,
Character Insertion,amnericanexpress.com,199.59.242.150,CL,CHILE,mx76.mb1p.com,com,
Character Insertion,asmericanexpress.com,103.224.182.214,,mx92.m1bp.com,com,
Missing Dot,americanexpresscom.com,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,com,
Missing Dot,wwwamericanexpress.com,148.173.91.85,US,UNITED STATES,,com,
Singular or Pluralise,americanexpresses.com,148.173.96.48,US,UNITED STATES,,com,
Vowel Swap,amaricanaxprass.com,,?,,com,
Vowel Swap,ameracanexpress.com,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,com,
Vowel Swap,amerecanexpress.com,185.53.179.6,,mail.h-email.net,com,
Vowel Swap,americenexpress.com,148.173.96.48,US,UNITED STATES,,com,
Vowel Swap,americinexpress.com,148.173.96.48,US,UNITED STATES,,com,
Vowel Swap,americonexpress.com,216.157.88.21,US,UNITED STATES,,com,
Vowel Swap,americunexpress.com,,?,,com,
Vowel Swap,amiricanixpriss.com,,?,,com,
Vowel Swap,amoricanoxpross.com,,?,,com,
Vowel Swap,amuricanuxpruss.com,,?,,com,
Homophones,amerayecanexpress.com,,?,,com,
Homophones,amereyecanexpress.com,,?,,com,
Bit Flipping,a-ericanexpress.com,,?,,com,
Bit Flipping,aeericanexpress.com,,?,,com,
Bit Flipping,aiericanexpress.com,,?,,com,
Bit Flipping,alericanexpress.com,,?,,com,
Bit Flipping,amaricanexpress.com,98.124.199.18,US,UNITED STATES,,com,
Bit Flipping,amdricanexpress.com,158.69.143.113,US,UNITED STATES,,com,
Bit Flipping,ame2icanexpress.com,,?,,com,
Bit Flipping,amebicanexpress.com,,?,,com,
Bit Flipping,amepicanexpress.com,,?,,com,
Bit Flipping,amerhcanexpress.com,,?,,com,
Bit Flipping,ameriaanexpress.com,,?,,com,
Bit Flipping,ameribanexpress.com,,?,,com,
Bit Flipping,america.express.com,,?,,com,
Bit Flipping,americafexpress.com,,?,,com,
Bit Flipping,americajexpress.com,148.173.96.48,US,UNITED STATES,,com,
Bit Flipping,americalexpress.com,72.52.4.122,US,UNITED STATES,localhost,com,
Bit Flipping,americanaxpress.com,72.52.4.122,US,UNITED STATES,localhost,com,
Bit Flipping,americandxpress.com,127.0.0.10,ZZ,RESERVED,mail.h-email.net,com,
Bit Flipping,americane8press.com,,?,,com,
Bit Flipping,americanehpress.com,,?,,com,
Bit Flipping,americaneppress.com,,?,,com,
Bit Flipping,americanex0ress.com,,?,,com,
Bit Flipping,americanexp2ess.com,,?,,com,
Bit Flipping,americanexpbess.com,,?,,com,
Bit Flipping,americanexppess.com,,?,,com,
Bit Flipping,americanexprass.com,103.224.182.240,,mx92.m1bp.com,com,
Bit Flipping,americanexprdss.com,185.53.178.7,,mail.h-email.net,com,
Bit Flipping,americanexpre3s.com,,?,,com,
Bit Flipping,americanexprecs.com,,?,,com,
Bit Flipping,americanexpreqs.com,,?,,com,
Bit Flipping,americanexprers.com,,?,,com,
Bit Flipping,americanexpres3.com,,?,,com,
Bit Flipping,americanexpresc.com,148.173.96.48,US,UNITED STATES,,com,
Bit Flipping,americanexpresq.com,148.173.96.48,US,UNITED STATES,,com,
Bit Flipping,americanexpresr.com,148.173.96.48,US,UNITED STATES,,com,
Bit Flipping,americanexpresw.com,,?,,com,
Bit Flipping,americanexprews.com,199.59.242.150,IN,INDIA,mx76.mb1p.com,com,
Bit Flipping,americanexprgss.com,,?,,com,
Bit Flipping,americanexprmss.com,,?,,com,
Bit Flipping,americanexpruss.com,,?,,com,
Bit Flipping,americanexpsess.com,,?,,com,
Bit Flipping,americanexpvess.com,,?,,com,
Bit Flipping,americanexpzess.com,,?,,com,
Bit Flipping,americanexqress.com,,?,,com,
Bit Flipping,americanexrress.com,,?,,com,
Bit Flipping,americanextress.com,103.224.182.214,,park-mx.above.com,com,
Bit Flipping,americanexxress.com,,?,,com,
Bit Flipping,americaneypress.com,,?,,com,
Bit Flipping,americangxpress.com,,?,,com,
Bit Flipping,americanmxpress.com,148.173.96.48,US,UNITED STATES,,com,
Bit Flipping,americanuxpress.com,,?,,com,
Bit Flipping,americaoexpress.com,,?,,com,
Bit Flipping,americcnexpress.com,,?,,com,
Bit Flipping,americqnexpress.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Bit Flipping,ameriganexpress.com,,?,,com,
Bit Flipping,amerikanexpress.com,,?,,com,
Bit Flipping,amerisanexpress.com,,?,,com,
Bit Flipping,amerkcanexpress.com,,?,,com,
Bit Flipping,amermcanexpress.com,,?,,com,
Bit Flipping,amerycanexpress.com,148.173.96.48,US,UNITED STATES,,com,
Bit Flipping,amesicanexpress.com,,?,,com,
Bit Flipping,amevicanexpress.com,,?,,com,
Bit Flipping,amezicanexpress.com,,?,,com,
Bit Flipping,amgricanexpress.com,,?,,com,
Bit Flipping,ammricanexpress.com,,?,,com,
Bit Flipping,amuricanexpress.com,,?,,com,
Bit Flipping,aoericanexpress.com,,?,,com,
Bit Flipping,cmericanexpress.com,,?,,com,
Bit Flipping,emericanexpress.com,103.224.182.238,,park-mx.above.com,com,
Bit Flipping,imericanexpress.com,,?,,com,
Bit Flipping,qmericanexpress.com,103.224.182.252,,mx92.mb5p.com,com,
Homoglyphs,amerlcanexpress.com,148.173.96.48,US,UNITED STATES,,com,
Homoglyphs,arnericanexpress.com,74.208.215.122,US,UNITED STATES,mx01.1and1.com,com,
Wrong TLD,americanexpress.ca,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,ca,
Wrong TLD,americanexpress.ch,192.162.28.106,RO,ROMANIA,cyrus.webstyle.ch,ch,
Wrong TLD,americanexpress.de,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,de,
Wrong TLD,americanexpress.edu,,?,,edu,
Wrong TLD,americanexpress.es,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,es,
Wrong TLD,americanexpress.fr,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,fr,
Wrong TLD,americanexpress.it,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,it,
Wrong TLD,americanexpress.jp,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,jp,
Wrong TLD,americanexpress.net,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,net,
Wrong TLD,americanexpress.nl,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,nl,
Wrong TLD,americanexpress.no,193.71.135.176,NO,NORWAY,wppim001.aexp.com,no,
Wrong TLD,americanexpress.org,148.173.91.85,US,UNITED STATES,,org,
Wrong TLD,americanexpress.ru,194.67.29.220,RU,RUSSIAN FEDERATION,relay1.telekom.ru,ru,
Wrong TLD,americanexpress.se,148.173.91.85,US,UNITED STATES,wppim001.aexp.com,se,
Wrong TLD,americanexpress.us,,?,,us,

