Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Vowel Swap,groepon.com,212.91.7.33,PL,POLAND,,com,
Vowel Swap,groopon.com,165.160.15.20,US,UNITED STATES,custmx.cscdns.net,com,
Bit Flipping,croupon.com,,?,mail.mightynet.com,com,
Bit Flipping,eroupon.com,49.212.239.132,JP,JAPAN,eroupon.com,com,
Bit Flipping,g2oupon.com,,?,,com,
Bit Flipping,gboupon.com,,?,,com,
Bit Flipping,gpoupon.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Bit Flipping,grgupon.com,,?,,com,
Bit Flipping,grkupon.com,192.64.147.230,,,com,
Bit Flipping,grmupon.com,,?,,com,
Bit Flipping,grnupon.com,,?,,com,
Bit Flipping,gro5pon.com,,?,,com,
Bit Flipping,groqpon.com,,?,,com,
Bit Flipping,grotpon.com,,?,,com,
Bit Flipping,grou0on.com,50.115.210.55,US,UNITED STATES,custmx.cscdns.net,com,
Bit Flipping,groupgn.com,183.111.174.36,KR,KOREA REPUBLIC OF,aspmx2.naver.com,com,
Bit Flipping,groupkn.com,192.64.147.176,,,com,
Bit Flipping,groupmn.com,72.52.4.90,US,UNITED STATES,mailgw.ns36.de,com,
Bit Flipping,groupnn.com,,?,,com,
Bit Flipping,groupof.com,185.53.178.9,,mail.h-email.net,com,
Bit Flipping,groupoj.com,165.160.13.20,US,UNITED STATES,custmx.cscdns.net,com,
Bit Flipping,groupol.com,61.135.129.133,CN,CHINA,,com,
Bit Flipping,groupoo.com,,?,,com,
Bit Flipping,grouqon.com,,?,,com,
Bit Flipping,grouron.com,165.160.15.20,US,UNITED STATES,custmx.cscdns.net,com,
Bit Flipping,grouton.com,199.191.50.17,,,com,
Bit Flipping,grouxon.com,,?,,com,
Bit Flipping,growpon.com,50.63.202.23,US,UNITED STATES,mailstore1.secureserver.net,com,
Bit Flipping,gsoupon.com,,?,,com,
Bit Flipping,gvoupon.com,,?,,com,
Bit Flipping,gzoupon.com,,?,,com,
Bit Flipping,oroupon.com,,?,,com,
Bit Flipping,wroupon.com,165.160.15.20,¥ª,,custmx.cscdns.net,com,
Homoglyphs,gr0up0n.com,,?,gr0up0n-com.mail.protection.outlook.com,com,
Homoglyphs,gr0upon.com,103.224.182.252,,mx92.mb5p.com,com,
Homoglyphs,group0n.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Wrong TLD,groupon.ca,23.55.1.46,US,UNITED STATES,mxa-001a0501.gslb.pphosted.com,ca,
Wrong TLD,groupon.ch,50.115.217.112,AU,AUSTRALIA,,ch,
Wrong TLD,groupon.de,23.55.1.46,¸©,,mxb-001a0501.gslb.pphosted.com,de,
Wrong TLD,groupon.edu,,?,,edu,
Wrong TLD,groupon.es,23.55.1.46,US,UNITED STATES,mxa-001a0501.gslb.pphosted.com,es,
Wrong TLD,groupon.fr,23.55.1.46,US,UNITED STATES,mxa-001a0501.gslb.pphosted.com,fr,
Wrong TLD,groupon.it,23.55.1.46,US,UNITED STATES,mxa-001a0501.gslb.pphosted.com,it,
Wrong TLD,groupon.jp,23.55.0.211,US,UNITED STATES,mxa-001a0501.gslb.pphosted.com,jp,
Wrong TLD,groupon.net,218.153.8.45,KR,KOREA REPUBLIC OF,email.bizhard.com,net,
Wrong TLD,groupon.nl,23.55.1.46,US,UNITED STATES,alt1.aspmx.l.google.com,nl,
Wrong TLD,groupon.no,50.115.217.112,US,UNITED STATES,,no,
Wrong TLD,groupon.org,66.33.209.113,US,UNITED STATES,mx2.zohomail.com,org,
Wrong TLD,groupon.ru,178.248.236.47,RU,RUSSIAN FEDERATION,,ru,
Wrong TLD,groupon.se,50.115.217.112,US,UNITED STATES,,se,
Wrong TLD,groupon.us,68.170.153.226,US,UNITED STATES,,us,

