Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Homoglyphs,homedep0t.com,67.227.226.241,US,UNITED STATES,mx174.mb5p.com,com,
Homoglyphs,hornedepot.com,104.16.91.230,,mx.hornedepot.com.cust.b.hostedemail.com,com,
Wrong TLD,homedepot.ca,207.11.34.119,US,UNITED STATES,mail.homedepot.com,ca,
Wrong TLD,homedepot.ch,35.201.95.83,US,UNITED STATES,,ch,
Wrong TLD,homedepot.de,35.201.95.83,US,UNITED STATES,,de,
Wrong TLD,homedepot.edu,,?,,edu,
Wrong TLD,homedepot.es,35.201.95.83,US,UNITED STATES,,es,
Wrong TLD,homedepot.fr,,?,redirect.ovh.net,fr,
Wrong TLD,homedepot.it,109.236.0.250,IT,ITALY,mail.homedepot.it,it,
Wrong TLD,homedepot.jp,,?,custmx.register.com,jp,
Wrong TLD,homedepot.net,35.201.95.83,US,UNITED STATES,,net,
Wrong TLD,homedepot.nl,,?,mail01.wxs.nl,nl,
Wrong TLD,homedepot.no,85.252.49.36,NO,NORWAY,mx01.osl.inic.no,no,
Wrong TLD,homedepot.org,35.201.95.83,US,UNITED STATES,,org,
Wrong TLD,homedepot.ru,165.160.15.20,US,UNITED STATES,,ru,
Wrong TLD,homedepot.se,35.201.95.83,US,UNITED STATES,,se,
Wrong TLD,homedepot.us,,?,,us,

